loss,accuracy,val_loss,val_accuracy
0.706287682056427,0.5593348741531372,0.597515881061554,0.8096676468849182
0.6298929452896118,0.637188196182251,0.5408021211624146,0.8670694828033447
0.5643432140350342,0.725623607635498,0.4648475646972656,0.8821752071380615
0.523883044719696,0.7407407164573669,0.39340531826019287,0.8791540861129761
0.5007248520851135,0.7558578848838806,0.34720006585121155,0.8882175087928772
0.4216765761375427,0.8072562217712402,0.30668747425079346,0.9003021121025085
0.4016108810901642,0.8284202814102173,0.27558645606040955,0.903323233127594
0.3798275291919708,0.8329554200172424,0.25728264451026917,0.9123867154121399
0.3687610626220703,0.8420256972312927,0.2508751153945923,0.9063444137573242
0.3338259160518646,0.8442932963371277,0.2424347996711731,0.9093655347824097
0.35277727246284485,0.8556311130523682,0.23967556655406952,0.9123867154121399
0.3251081705093384,0.8639456033706665,0.23749934136867523,0.9093655347824097
0.3261423110961914,0.8518518805503845,0.23508170247077942,0.9093655347824097
0.3087170124053955,0.8601663112640381,0.2316480576992035,0.9093655347824097
0.31344863772392273,0.8669689893722534,0.22798481583595276,0.9063444137573242
0.30842125415802,0.86545729637146,0.23087750375270844,0.9063444137573242
0.2911613881587982,0.8767951726913452,0.22431562840938568,0.9063444137573242
0.28300976753234863,0.8783068656921387,0.2232048362493515,0.9123867154121399
0.2924647927284241,0.8745275735855103,0.22423763573169708,0.9123867154121399
0.2739819884300232,0.8805744647979736,0.2214643806219101,0.9123867154121399
0.2784411609172821,0.8677248954772949,0.22164161503314972,0.9093655347824097
0.28416574001312256,0.8692365884780884,0.22291401028633118,0.9093655347824097
0.2786051332950592,0.8775510191917419,0.22108249366283417,0.9093655347824097
0.2646652162075043,0.8805744647979736,0.22125336527824402,0.9093655347824097
0.2758048176765442,0.8866212964057922,0.21977166831493378,0.903323233127594
0.2666650116443634,0.8911564350128174,0.22075508534908295,0.9003021121025085
0.27040785551071167,0.8783068656921387,0.22046610713005066,0.9003021121025085
0.26565849781036377,0.8919123411178589,0.21771445870399475,0.8972809910774231
0.25610172748565674,0.884353756904602,0.2176225483417511,0.8972809910774231
0.2640727460384369,0.8760393261909485,0.21775378286838531,0.9063444137573242
0.26711079478263855,0.8896447420120239,0.21947292983531952,0.9003021121025085
0.2509690821170807,0.8941798806190491,0.2163417637348175,0.903323233127594
0.26055169105529785,0.8888888955116272,0.2163287103176117,0.903323233127594
0.25058209896087646,0.8941798806190491,0.21667425334453583,0.9063444137573242
0.23913423717021942,0.8972033262252808,0.21563324332237244,0.9063444137573242
0.2514894902706146,0.8858654499053955,0.21918614208698273,0.9063444137573242
0.25472068786621094,0.8896447420120239,0.21741259098052979,0.9063444137573242
0.24328599870204926,0.9002267718315125,0.21682685613632202,0.9063444137573242
0.23676206171512604,0.8956916332244873,0.21791468560695648,0.9003021121025085
0.25150325894355774,0.8911564350128174,0.21798323094844818,0.8972809910774231
0.25109586119651794,0.8941798806190491,0.21484139561653137,0.9093655347824097
0.25723910331726074,0.8858654499053955,0.21543635427951813,0.9003021121025085
0.24064016342163086,0.8949357271194458,0.21500574052333832,0.903323233127594
0.23555070161819458,0.9047619104385376,0.21636894345283508,0.9003021121025085
0.23595291376113892,0.896447479724884,0.2137364000082016,0.9093655347824097
0.2478906363248825,0.9009826183319092,0.2107977718114853,0.9063444137573242
0.22246189415454865,0.9070294499397278,0.2116575837135315,0.903323233127594
0.22582927346229553,0.9077853560447693,0.21413910388946533,0.9003021121025085
0.23892608284950256,0.9017384648323059,0.21169975399971008,0.903323233127594
0.2250901311635971,0.9070294499397278,0.2108587920665741,0.9063444137573242
0.22602882981300354,0.9070294499397278,0.2102160006761551,0.9093655347824097
0.22385266423225403,0.9002267718315125,0.2084108591079712,0.9093655347824097
0.2206234484910965,0.906273603439331,0.2087271809577942,0.9063444137573242
0.239837184548378,0.9002267718315125,0.20616193115711212,0.9093655347824097
0.236912339925766,0.9040060639381409,0.20609183609485626,0.903323233127594
0.22263950109481812,0.9100528955459595,0.20764131844043732,0.9123867154121399
0.22170549631118774,0.9047619104385376,0.2068093717098236,0.9154078364372253
0.22772204875946045,0.8972033262252808,0.20701266825199127,0.9154078364372253
0.22960540652275085,0.8987150192260742,0.2042909413576126,0.9154078364372253
0.21602022647857666,0.906273603439331,0.2065269500017166,0.9123867154121399
0.2157610058784485,0.9092970490455627,0.20541079342365265,0.9154078364372253
0.20263254642486572,0.9236583709716797,0.20592394471168518,0.9123867154121399
0.21412108838558197,0.9123204946517944,0.20637717843055725,0.9093655347824097
0.20690716803073883,0.906273603439331,0.2074788212776184,0.921450138092041
0.21758708357810974,0.9009826183319092,0.2079867720603943,0.9063444137573242
0.23753401637077332,0.8956916332244873,0.2104104906320572,0.903323233127594
0.22449074685573578,0.9009826183319092,0.2084682285785675,0.9123867154121399
0.2064734846353531,0.9055177569389343,0.20372794568538666,0.9123867154121399
0.21172139048576355,0.9100528955459595,0.20740921795368195,0.9123867154121399
0.2084679752588272,0.9130763411521912,0.20386940240859985,0.9154078364372253
0.21997369825839996,0.906273603439331,0.20687100291252136,0.9154078364372253
0.22326448559761047,0.9047619104385376,0.20175127685070038,0.9154078364372253
0.2100510597229004,0.9040060639381409,0.20637668669223785,0.9154078364372253
0.20707380771636963,0.9009826183319092,0.2050471305847168,0.9154078364372253
0.19278907775878906,0.9092970490455627,0.20573005080223083,0.9154078364372253
0.21158282458782196,0.9047619104385376,0.20705342292785645,0.9154078364372253
0.21261216700077057,0.9077853560447693,0.20431113243103027,0.9123867154121399
0.2092292606830597,0.9123204946517944,0.20299378037452698,0.9123867154121399
0.21261727809906006,0.9047619104385376,0.2030417025089264,0.921450138092041
0.18945518136024475,0.9213907718658447,0.2031356692314148,0.9154078364372253
0.1961684674024582,0.9176114797592163,0.2004241645336151,0.9154078364372253
0.2132221907377243,0.9040060639381409,0.20277518033981323,0.9123867154121399
0.20140019059181213,0.9198790788650513,0.2022337019443512,0.9123867154121399
0.20887361466884613,0.9123204946517944,0.20251186192035675,0.9154078364372253
0.20058609545230865,0.9153439402580261,0.20622135698795319,0.9184290170669556
0.19356310367584229,0.9168556332588196,0.19980980455875397,0.921450138092041
0.19287347793579102,0.9153439402580261,0.2000742405653,0.9123867154121399
0.19230210781097412,0.9198790788650513,0.20277421176433563,0.9093655347824097
0.21148289740085602,0.9092970490455627,0.20039215683937073,0.9093655347824097
0.19603721797466278,0.9123204946517944,0.19795453548431396,0.9093655347824097
0.19826661050319672,0.9100528955459595,0.19787152111530304,0.9123867154121399
0.19232557713985443,0.9130763411521912,0.19661417603492737,0.9154078364372253
0.1966717392206192,0.9145880341529846,0.20195581018924713,0.9093655347824097
0.19079694151878357,0.9145880341529846,0.197296604514122,0.903323233127594
0.20222298800945282,0.9176114797592163,0.19627784192562103,0.9154078364372253
0.20100417733192444,0.918367326259613,0.19947464764118195,0.9154078364372253
0.20121262967586517,0.9047619104385376,0.2019999772310257,0.921450138092041
0.19584336876869202,0.9123204946517944,0.20237389206886292,0.9154078364372253
0.20405299961566925,0.920634925365448,0.20102627575397491,0.9154078364372253
0.20408320426940918,0.9145880341529846,0.19747500121593475,0.9123867154121399
