iter	Logloss
391	0.05927797555
392	0.05909718245
393	0.05896022028
394	0.05886627548
395	0.05876914019
396	0.05863262527
397	0.05855127636
398	0.05840128473
399	0.05832107819
400	0.0579836539
401	0.057823359
402	0.05763640938
403	0.05729803246
404	0.05703303486
405	0.05696017512
406	0.05686534846
407	0.05657495553
408	0.05646100773
409	0.05636841956
410	0.05623215818
411	0.05602734073
412	0.05591940544
413	0.05583267571
414	0.05559841241
415	0.05530435409
416	0.05520749208
417	0.0550828795
418	0.05497016602
419	0.05481079805
420	0.05473530099
421	0.05464625811
422	0.05448870618
423	0.05424199177
424	0.05394743891
425	0.05373440597
426	0.05349620954
427	0.05343655917
428	0.05337764783
429	0.05323462897
430	0.0531440826
431	0.05305668747
432	0.05296780371
433	0.05265598617
434	0.05245533705
435	0.05234332617
436	0.05214652313
437	0.05195937539
438	0.05187757186
439	0.05178773145
440	0.05164273356
441	0.05153401934
442	0.05131477344
443	0.05107693566
444	0.05100646683
445	0.05093133204
446	0.05084502878
447	0.05079380249
448	0.05056951932
449	0.05041237371
450	0.05032995127
451	0.05020556781
452	0.05003018924
453	0.04995376162
454	0.04967175403
455	0.0495796121
456	0.04948245885
457	0.04924614303
458	0.04913717786
459	0.04891227668
460	0.04881116293
461	0.04865260566
462	0.04859529583
463	0.04852681597
464	0.04835750455
465	0.04830177504
466	0.04820771246
467	0.04811786133
468	0.04784110437
469	0.04777135893
470	0.04759961877
471	0.04743409983
472	0.04728163541
473	0.04721272728
474	0.04706028817
475	0.04700659763
476	0.04692489083
477	0.04672322449
478	0.04652901047
479	0.04634260059
480	0.04617291773
481	0.04606838177
482	0.04598895493
483	0.04592802814
484	0.04577476128
485	0.04568820565
486	0.04556151601
487	0.04547662234
488	0.04528461259
489	0.04507077011
490	0.0449582337
491	0.04489073619
492	0.0447500762
493	0.04466716091
494	0.0445913872
495	0.04451241589
496	0.04443735084
497	0.04436207773
498	0.04423407847
499	0.04414500136
500	0.04406322224
501	0.04399749801
502	0.04387481396
503	0.04367329912
504	0.04349550834
505	0.04330671531
506	0.04325263071
507	0.04318717668
508	0.04314032381
509	0.04306279063
510	0.04282772205
511	0.04260131042
512	0.04255258507
513	0.0423266929
514	0.04217444546
515	0.04209390183
516	0.04191875664
517	0.04182153236
518	0.04175652494
519	0.04156637398
520	0.04150522892
521	0.04144762513
522	0.04139244091
523	0.04130503015
524	0.04117032856
525	0.04104796016
526	0.0409626625
527	0.04090727964
528	0.04085579931
529	0.04079558751
530	0.0406208666
531	0.04045795426
532	0.04039718877
533	0.04033484671
534	0.04027454269
535	0.04007487385
536	0.03993290191
537	0.03986888188
538	0.03972758761
539	0.03963299149
540	0.03954074546
541	0.03942036151
542	0.03929889486
543	0.03907987808
544	0.0388924834
545	0.03883788529
546	0.03867138569
547	0.03862262405
548	0.03854049867
549	0.03847448487
550	0.03834963491
551	0.03830479064
552	0.03824257308
553	0.03818216704
554	0.03801832129
555	0.0378639924
556	0.03781058742
557	0.03772432238
558	0.03764753275
559	0.03758273145
560	0.03752866894
561	0.03736590745
562	0.03727441697
563	0.03723109802
564	0.03706623351
565	0.03689420882
566	0.03683051748
567	0.03673551904
568	0.03656631844
569	0.03647353525
570	0.03632672804
571	0.03626677946
572	0.03621041258
573	0.03615368497
574	0.03605678849
575	0.03600903141
576	0.03595354937
577	0.0358447211
578	0.03569221045
579	0.03556514561
580	0.03542248244
581	0.03538199378
582	0.03529584421
583	0.03515969893
584	0.03508626653
585	0.0350407517
586	0.03488043496
587	0.03473486143
588	0.03462472264
589	0.03449317164
590	0.03444330858
591	0.03439644409
592	0.03430845575
593	0.03421634817
594	0.03415915548
595	0.03410061945
596	0.03396145404
597	0.0338763749
598	0.03373193121
599	0.0336760063
600	0.0335253995
601	0.03335363118
602	0.03325867924
603	0.03320791559
604	0.03310693873
605	0.03299213114
606	0.03281792621
607	0.03276002652
608	0.03270888768
609	0.03264052573
610	0.03258533777
611	0.03254544761
612	0.03248827158
613	0.03243413945
614	0.03231088196
615	0.03224191932
616	0.03214198461
617	0.03199468003
618	0.03192030699
619	0.03184661124
620	0.03179935606
621	0.03173851386
622	0.03166112623
623	0.03150239513
624	0.03144945277
625	0.03137690274
626	0.03132646094
627	0.03124525927
628	0.03114909043
629	0.03111110335
630	0.03103143526
631	0.03099412469
632	0.03089194244
633	0.03075992596
634	0.03067123244
635	0.03053683746
636	0.03039699657
637	0.03035747075
638	0.03031102769
639	0.03026443881
640	0.03016046455
641	0.03009174911
642	0.03002987859
643	0.02999077716
644	0.02992738223
645	0.02987205827
646	0.02975138489
647	0.02967443097
648	0.02953664221
649	0.02943062434
650	0.02939388359
651	0.02926681631
652	0.02919867108
653	0.02915351853
654	0.02904467968
655	0.02900244639
656	0.0289327995
657	0.02882090356
658	0.02875447919
659	0.02866298328
660	0.02854805688
661	0.02849676485
662	0.02845499691
663	0.02840862514
664	0.02834455409
665	0.02829309959
666	0.0282481861
667	0.02812706094
668	0.02807948029
669	0.02796661595
670	0.0278494544
671	0.02780739626
672	0.02777752807
673	0.02773570704
674	0.027697616
675	0.02766017175
676	0.02761944144
677	0.02758449426
678	0.0275288221
679	0.02749482743
680	0.02738320918
681	0.02735244169
682	0.02723097259
683	0.02715733018
684	0.02711036146
685	0.02704587427
686	0.02694394077
687	0.02690401547
688	0.02681585898
689	0.02678665089
690	0.02671718597
691	0.0266788104
692	0.02664355312
693	0.02660862092
694	0.02657379347
695	0.02644849663
696	0.02640745635
697	0.02636917841
698	0.02624715072
699	0.02622022298
700	0.02614059544
701	0.0261022506
702	0.02603773074
703	0.02601108468
704	0.02595990567
705	0.02588428139
706	0.02584790344
707	0.02575969619
708	0.02573278588
709	0.02569921213
710	0.02558260568
711	0.02551356452
712	0.02549358463
713	0.02542353774
714	0.02533063677
715	0.02527249996
716	0.02517614321
717	0.02507559915
718	0.02503900525
719	0.02500648617
720	0.02492641098
721	0.02489629921
722	0.02483930903
723	0.02480202132
724	0.02474277831
725	0.0247103539
726	0.02467733008
727	0.02462422137
728	0.02453059132
729	0.02443576776
730	0.02438138973
731	0.02427411544
732	0.02418696532
733	0.02415600319
734	0.02412569768
735	0.02406752523
736	0.02402168454
737	0.02398689687
738	0.02395373008
739	0.02389925376
740	0.02385969772
741	0.02381466747
742	0.02374916229
743	0.02371190945
744	0.02362486949
745	0.02358589335
746	0.02354281295
747	0.02346272148
748	0.02343497219
749	0.02338707705
750	0.02334148344
751	0.02331495711
752	0.02325586392
753	0.02318324053
754	0.02309704757
755	0.02306619044
756	0.0230154995
757	0.02295301278
758	0.02292591521
759	0.02289631759
760	0.0228522768
761	0.0228271917
762	0.02278947611
763	0.02275354865
764	0.02273550245
765	0.0226882071
766	0.02262656092
767	0.0225573866
768	0.02253313222
769	0.02249727683
770	0.02246606014
771	0.02241130898
772	0.02233083057
773	0.02230698703
774	0.02227260968
775	0.02224694946
776	0.02220798249
777	0.02218068421
778	0.02215631566
779	0.02210235002
780	0.02206261264
781	0.02203396302
782	0.02200613714
783	0.02196778456
784	0.02194623622
785	0.0219079836
786	0.02186029252
787	0.02183667655
788	0.02181408245
789	0.02179121764
790	0.02175892639
791	0.02171171616
792	0.02163205142
793	0.02154915782
794	0.02152505288
795	0.02149205696
796	0.02141495399
797	0.02139136386
798	0.02136873863
799	0.02129364117
800	0.02127213326
801	0.02125267696
802	0.02122493129
803	0.02119536415
804	0.02112336743
805	0.02104822476
806	0.02097877857
807	0.02095152007
808	0.0209344433
809	0.02090595254
810	0.02088074423
811	0.02083909822
812	0.02076529423
813	0.02074205307
814	0.02069880322
815	0.0206651924
816	0.02061870245
817	0.0205760852
818	0.02055458607
819	0.02051489066
820	0.02048872584
821	0.02042170258
822	0.02038562556
823	0.02035946694
824	0.0203394102
825	0.02030651412
826	0.02028329078
827	0.02021284442
828	0.02018891525
829	0.02014977276
830	0.02012132578
831	0.02008906669
832	0.02002551432
833	0.01999988613
834	0.01997959252
835	0.01993235878
836	0.01991588103
837	0.01985158667
838	0.01982282546
839	0.01975411015
840	0.01973341643
841	0.01969469898
842	0.01967637162
843	0.01965625327
844	0.01962939089
845	0.01960472115
846	0.01957278042
847	0.01954816713
848	0.01948505724
849	0.01945807991
850	0.01939355165
851	0.01935583631
852	0.01933471676
853	0.01929696306
854	0.01927362956
855	0.01921110641
856	0.01914569913
857	0.01911950266
858	0.01905531473
859	0.01903458561
860	0.01897688354
861	0.01894411971
862	0.01891834209
863	0.01884745518
864	0.01879334153
865	0.01877247138
866	0.01874775321
867	0.01872060849
868	0.0186983232
869	0.01866283784
870	0.01859923535
871	0.0185527653
872	0.01850139359
873	0.01847605031
874	0.01842052771
875	0.01839563867
876	0.01837065096
877	0.0183364623
878	0.01828607707
879	0.01825727505
880	0.01823619928
881	0.018205415
882	0.0181863946
883	0.01816234945
884	0.0181197167
885	0.01809542073
886	0.01807763801
887	0.01806232963
888	0.01804796885
889	0.01803542527
890	0.01801360919
891	0.01796192518
892	0.01790764376
893	0.01789284192
894	0.0178737187
895	0.0178525918
896	0.01781496687
897	0.01777823503
898	0.01773621253
899	0.01771870388
900	0.0176989801
901	0.01766376622
902	0.01763027784
903	0.01757130191
904	0.01755407055
905	0.01751306243
906	0.0174958126
907	0.01746450899
908	0.01744502647
909	0.01738870996
910	0.01736513687
911	0.01731114295
912	0.01728178698
913	0.01724105072
914	0.01721893682
915	0.01716929926
916	0.01714687061
917	0.01711580451
918	0.01709744512
919	0.01706272616
920	0.01704388308
921	0.01702386225
922	0.01700487065
923	0.01699008934
924	0.01695237594
925	0.01693433284
926	0.01691382536
927	0.01690280567
928	0.01686861481
929	0.01682858774
930	0.01680695261
931	0.01675660432
932	0.01671594711
933	0.01666008354
934	0.01664199537
935	0.01660732252
936	0.01658862913
937	0.01656972109
938	0.01655350307
939	0.0165404895
940	0.01652352226
941	0.01650290939
942	0.01648584618
943	0.01646169862
944	0.01644796346
945	0.01640983896
946	0.01638093426
947	0.01636455997
948	0.01632755317
949	0.01630878448
950	0.01627442328
951	0.01625481987
952	0.0162359418
953	0.01620286593
954	0.01617970188
955	0.01616184838
956	0.01614300259
957	0.01612468982
958	0.01610755843
959	0.01605806281
960	0.01603980506
961	0.01602270505
962	0.01598596198
963	0.01596531914
964	0.01594925353
965	0.01593499323
966	0.01588816878
967	0.01584713805
968	0.0158122096
969	0.01578861494
970	0.01577350636
971	0.01575866448
972	0.01574428175
973	0.01571783898
974	0.01570235934
975	0.01568426174
976	0.01565821238
977	0.01563941645
978	0.01559846127
979	0.01554454884
980	0.01550345315
981	0.01548724469
982	0.01544628551
983	0.01542110239
984	0.01537725391
985	0.01535579804
986	0.01533475173
987	0.01528891182
988	0.01527050851
989	0.01522322388
990	0.01520133328
991	0.01518730495
992	0.01514505255
993	0.01513355447
994	0.01511840676
995	0.0151046654
996	0.01506009895
997	0.01504881992
998	0.01503319652
999	0.01501664929
